tag_name,tag,opacity,fill_h_normalized,fill_s_normalized,fill_l_normalized,fill_color_salience,stroke_h_normalized,stroke_s_normalized,stroke_l_normalized,stroke_color_salience,stroke_width,layer_salience,bbox_min_left_norm,bbox_max_right_norm,bbox_min_top_norm,bbox_max_bottom_norm,bbox_center_x_norm,bbox_center_y_norm,bbox_width_norm,bbox_height_norm,bbox_fill_area,bbox_stroke_area
svg/g_11/g_24/path_240,0.90024,1.0,0.0,0.95,0.48,0.9730000000000001,0.0,0.0,1.0,0.4,0.7071067811865476,0.375,0.1337620578778136,0.4932475884244372,-0.6191121653676719,-0.07760081328363258,0.3135048231511254,-0.3483564893256522,0.17974276527331182,0.27075567604201967,0.0,0.1224076186115711
svg/g_11/g_24/path_239,0.900239,1.0,0.0,0.95,0.48,0.9730000000000001,0.0,0.0,1.0,0.4,0.7071067811865476,0.3735632183908046,0.11286173633440522,0.4848874598070738,-0.44764486614706867,-0.06065740426973899,0.29887459807073935,-0.2541511352084038,0.1860128617363344,0.19349373093866484,0.0,0.12094765922960625
svg/g_11/g_24/path_238,0.900238,1.0,0.0,0.9100000000000005,0.73,0.8350000000000002,0.0,0.0,1.0,0.4,0.7071067811865476,0.37212643678160917,0.1858520900321544,0.4967845659163987,-0.6699423924093527,-0.10674347678752964,0.34131832797427647,-0.38834293459844127,0.1554662379421222,0.28159945781091156,0.0,0.12022049707469167
svg/g_11/g_24/path_237,0.9002370000000001,1.0,0.0,0.0,0.87,0.47800000000000004,0.0,0.0,1.0,0.4,0.7071067811865476,0.3706896551724138,0.16302250803858517,0.49646302250803853,0.09386648593697047,0.6468993561504576,0.3297427652733119,0.370382921043714,0.1667202572347267,0.27651643510674345,0.0,0.12113833438884354
svg/g_11/g_24/path_236,0.900236,1.0,0.0,1.0,0.77,0.838,0.0,0.0,1.0,0.4,0.7071067811865476,0.3692528735632184,0.14340836012861763,0.49099678456591656,0.0830227041680788,0.5533717383937649,0.3172025723472672,0.318197221280922,0.17379421221864946,0.2351745171128431,0.0,0.12051834347540323
svg/g_11/g_24/path_235,0.900235,1.0,0.0,0.95,0.48,0.9730000000000001,0.0,0.0,1.0,0.4,0.7071067811865476,0.367816091954023,0.1337620578778136,0.4877813504823149,0.07692307692307707,0.48695357505930204,0.3107717041800642,0.28193832599118956,0.17700964630225074,0.2050152490681125,0.0,0.11994767266160772
svg/g_11/g_24/path_234,0.900234,1.0,0.0,0.9100000000000005,0.73,0.8350000000000002,0.0,0.0,1.0,0.4,0.7071067811865476,0.36637931034482757,0.2681672025723472,0.514790996784566,-0.8556421552016265,-0.1358861402914265,0.39147909967845657,-0.4957641477465264,0.1233118971061093,0.35987800745509996,0.0,0.12101100058595467
svg/g_11/g_24/path_233,0.9002330000000001,1.0,0.0,1.0,0.77,0.838,0.0,0.0,1.0,0.4,0.7071067811865476,0.36494252873563215,0.3135048231511254,0.5234726688102892,-0.9125720094883089,-0.14740765842087428,0.41848874598070734,-0.5299898339545915,0.10498392282958192,0.3825821755337174,0.0,0.12111486724884678
svg/g_11/g_24/path_232,0.900232,1.0,0.0,1.0,0.77,0.838,0.0,0.0,1.0,0.4,0.7071067811865476,0.3635057471264368,0.364951768488746,0.5363344051446948,-0.9681463910538799,-0.15689596746865453,0.45064308681672016,-0.5625211792612672,0.08569131832797439,0.4056252117926127,0.0,0.1218569956666603
svg/g_11/g_24/path_231,0.900231,1.0,0.0,0.95,0.48,0.9730000000000001,0.0,0.0,1.0,0.4,0.7071067811865476,0.3620689655172414,0.19678456591639903,0.5006430868167204,0.10877668586919695,0.7011182649949168,0.3487138263665598,0.4049474754320569,0.15192926045016078,0.29617078956285997,0.0,0.12044858148270957
