tag_name,tag,opacity,fill_l,fill_a,fill_b,stroke_l,stroke_a,stroke_b,stroke_width,layer,bbox_min_top,bbox_max_bottom,bbox_min_left,bbox_max_right,bbox_center_x,bbox_center_y,bbox_width,bbox_height,bbox_fill_area,bbox_stroke_area
svg/rect_11,2.0011,1.0,97.73590783298462,-2.6797797147353197,1.2134765237947542,-1.0,-1.0,-1.0,1.0,"[0, 0]",40.0,80.0,150.0,950.0,550.0,60.0,800.0,40.0,32000.0,1680.0
svg/rect_10,2.001,1.0,80.83100752488293,15.257045296472317,52.706471829156044,-1.0,-1.0,-1.0,1.0,"[0, 1]",40.0,80.0,150.0,750.0,450.0,60.0,600.0,40.0,24000.0,1280.0
svg/rect_9,2.0009,1.0,50.48529320531546,80.91910250578727,-15.626071314598633,-1.0,-1.0,-1.0,1.0,"[0, 2]",40.0,80.0,150.0,550.0,350.0,60.0,400.0,40.0,16000.0,880.0
svg/rect_8,2.0008,1.0,97.73590783298462,-2.6797797147353197,1.2134765237947542,-1.0,-1.0,-1.0,1.0,"[0, 3]",140.0,180.0,150.0,950.0,550.0,160.0,800.0,40.0,32000.0,1680.0
svg/rect_7,2.0007,1.0,80.83100752488293,15.257045296472317,52.706471829156044,-1.0,-1.0,-1.0,1.0,"[0, 4]",140.0,180.0,150.0,750.0,450.0,160.0,600.0,40.0,24000.0,1280.0
svg/rect_6,2.0006,1.0,50.48529320531546,80.91910250578727,-15.626071314598633,-1.0,-1.0,-1.0,1.0,"[0, 5]",140.0,180.0,150.0,550.0,350.0,160.0,400.0,40.0,16000.0,880.0
svg/rect_5,2.0005,1.0,97.73590783298462,-2.6797797147353197,1.2134765237947542,-1.0,-1.0,-1.0,1.0,"[0, 6]",240.0,280.0,150.0,950.0,550.0,260.0,800.0,40.0,32000.0,1680.0
svg/rect_4,2.0004,1.0,80.83100752488293,15.257045296472317,52.706471829156044,-1.0,-1.0,-1.0,1.0,"[0, 7]",240.0,280.0,150.0,750.0,450.0,260.0,600.0,40.0,24000.0,1280.0
svg/rect_3,2.0003,1.0,50.48529320531546,80.91910250578727,-15.626071314598633,-1.0,-1.0,-1.0,1.0,"[0, 8]",240.0,280.0,150.0,550.0,350.0,260.0,400.0,40.0,16000.0,880.0
svg/rect_2,2.0002,1.0,51.7114499732825,79.52039586294957,25.37827367945503,-1.0,-1.0,-1.0,1.0,"[0, 9]",50.0,70.0,150.0,550.0,350.0,60.0,400.0,20.0,8000.0,840.0
svg/rect_1,2.0001,1.0,51.7114499732825,79.52039586294957,25.37827367945503,-1.0,-1.0,-1.0,1.0,"[0, 10]",150.0,170.0,150.0,750.0,450.0,160.0,600.0,20.0,12000.0,1240.0
svg/rect,2.0,1.0,51.7114499732825,79.52039586294957,25.37827367945503,-1.0,-1.0,-1.0,1.0,"[0, 11]",250.0,270.0,150.0,650.0,400.0,260.0,500.0,20.0,10000.0,1040.0
svg/line_2,3.0002,1.0,0.0,0.0,0.0,25.530784572416174,48.05523604548828,38.05963258349509,2.0,"[0, 12]",29.0,91.0,499.0,501.0,500.0,60.0,2.0,62.0,0.0,120.0
svg/line_1,3.0001,1.0,0.0,0.0,0.0,25.530784572416174,48.05523604548828,38.05963258349509,2.0,"[0, 13]",129.0,191.0,799.0,801.0,800.0,160.0,2.0,62.0,0.0,120.0
svg/line,3.0,1.0,0.0,0.0,0.0,25.530784572416174,48.05523604548828,38.05963258349509,2.0,"[0, 14]",229.0,291.0,699.0,701.0,700.0,260.0,2.0,62.0,0.0,120.0
svg/text_8,7.0008,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 15]",54.0,70.0,120.0,139.2,129.6,62.0,19.19999999999999,16.0,307.1999999999998,0.0
svg/text_7,7.0007,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 16]",154.0,170.0,120.0,139.2,129.6,162.0,19.19999999999999,16.0,307.1999999999998,0.0
svg/text_6,7.0006,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 17]",254.0,270.0,120.0,148.8,134.4,262.0,28.80000000000001,16.0,460.8000000000002,0.0
svg/text_5,7.0005,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 18]",338.0,350.0,150.0,157.2,153.6,344.0,7.199999999999989,12.0,86.39999999999986,0.0
svg/text_4,7.0004,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 19]",338.0,350.0,350.0,378.8,364.4,344.0,28.80000000000001,12.0,345.60000000000014,0.0
svg/text_3,7.0003,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 20]",338.0,350.0,550.0,578.8,564.4,344.0,28.799999999999955,12.0,345.59999999999945,0.0
svg/text_2,7.0002,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 21]",338.0,350.0,750.0,778.8,764.4,344.0,28.799999999999955,12.0,345.59999999999945,0.0
svg/text_1,7.0001,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 22]",338.0,350.0,950.0,978.8,964.4,344.0,28.799999999999955,12.0,345.59999999999945,0.0
svg/text,7.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,"[0, 23]",338.0,350.0,1150.0,1186.0,1168.0,344.0,36.0,12.0,432.0,0.0
