tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,layer_sal,bbox_min_left_n,bbox_max_right_n,bbox_min_top_n,bbox_max_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area
svg/g_38/polyline,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7019607843137254,1.0,0.75,5.008638936980317e-13,1.1493642115157709e-10,5.008638936980317e-13,1.1493642115157709e-10,0.9120668419332747,0.9120668419332747,0.9386643737460589,0.9895833333333334,0.0,0.16821718963069396
svg/g_38/g_39/path_97,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8583333333333334,2.8974354638399253e-11,2.415948643300309e-11,2.8974354638399253e-11,2.415948643300309e-11,2.653356713936618e-11,2.653356713936618e-11,0.0060189165950129625,0.021874999999999985,0.0,0.08566617680801403
svg/g_38/g_39/path_96,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.857044673539519,1.3886805100257246e-11,1.469864210823527e-11,1.3886805100257246e-11,1.469864210823527e-11,1.4319125853633017e-11,1.4319125853633017e-11,0.0032960733734595416,0.021875000000000002,0.0,0.07049331785779205
svg/g_38/g_39/path_95,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8557560137457045,8.560692752663754e-12,7.057233477014152e-12,8.560692752663754e-12,7.057233477014152e-12,7.795503677871787e-12,7.795503677871787e-12,0.0060189165950129625,0.022222222222222216,0.0,0.08720408046314283
svg/g_38/g_39/path_94,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8544673539518901,4.430804259188015e-12,3.622096913221268e-12,4.430804259188015e-12,3.622096913221268e-12,4.01785073220767e-12,4.01785073220767e-12,0.0060189165950129625,0.022222222222222216,0.0,0.08720408046314283
svg/g_38/g_39/path_93,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8531786941580757,2.69622087312756e-12,2.563457968396008e-12,2.69622087312756e-12,2.563457968396008e-12,2.6291500417867565e-12,2.6291500417867565e-12,0.001003152765835548,0.00277777777777778,0.0,0.03405878165983889
svg/g_38/g_39/path_92,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8518900343642613,1.5488753949229608e-12,1.2303776021982645e-12,1.5488753949229608e-12,1.2303776021982645e-12,1.384821313688239e-12,1.384821313688239e-12,0.006305531670966023,0.022916666666666665,0.0,0.08637955167585262
svg/g_38/g_39/path_91,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8506013745704468,7.815541168795607e-13,6.154024197715504e-13,7.815541168795607e-13,6.154024197715504e-13,6.957054696017486e-13,6.957054696017486e-13,0.006305531670966023,0.022916666666666665,0.0,0.08637955167585262
svg/g_38/g_39/path_90,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8493127147766324,8.885191574463702e-11,7.026804305865717e-11,8.885191574463702e-11,7.026804305865717e-11,7.924232922257487e-11,7.924232922257487e-11,0.0060189165950129625,0.02187499999999999,0.0,0.08566617680801401
svg/g_38/g_39/path_89,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.848024054982818,4.2620660157292307e-11,4.2787034135327306e-11,4.2620660157292307e-11,4.2787034135327306e-11,4.279991497107043e-11,4.279991497107043e-11,0.0032960733734595416,0.02187499999999999,0.0,0.07049331785779203
svg/g_38/g_39/path_88,0.75,1.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,1.0,0.8467353951890035,2.618590047042442e-11,2.0457163528223435e-11,2.618590047042442e-11,2.0457163528223435e-11,2.3212875796001712e-11,2.3212875796001712e-11,0.0060189165950129625,0.022222222222222216,0.0,0.08720408046314283
