tag_name,tag,opacity,fill_h_normalized,fill_s_normalized,fill_l_normalized,fill_color_salience,stroke_h_normalized,stroke_s_normalized,stroke_l_normalized,stroke_color_salience,stroke_width,layer_salience,bbox_min_left_norm,bbox_max_right_norm,bbox_min_top_norm,bbox_max_bottom_norm,bbox_center_x_norm,bbox_center_y_norm,bbox_width_norm,bbox_height_norm,bbox_fill_area,bbox_stroke_area
svg/g/g_148/path_267,0.900267,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.375,-0.05972045743329101,0.10514612452350705,-0.7163412127440905,-0.36759164097293595,0.022712833545108113,-0.5419664268585132,0.08243329097839903,0.17437478588557728,0.0,0.1496215777418538
svg/g/g_147/path_266,0.900266,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.37329931972789115,0.16486658195679807,0.2884371029224905,-0.07639602603631383,0.19698526892771495,0.22665184243964429,0.060294621445700455,0.061785260482846216,0.1366906474820144,0.0,0.14095887657292988
svg/g/g_147/path_265,0.900265,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.34204931972789115,0.15819567979669635,0.28907242693773844,-0.380609797875985,-0.1085988352175402,0.2236340533672174,-0.24460431654676248,0.06543837357052094,0.13600548132922233,0.0,0.15085169251328737
svg/g/g_146/path_264,0.900264,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.3715986394557823,0.40374841168996195,0.5136594663278276,0.1366906474820143,0.381980130181569,0.4587039390088946,0.25933538883179164,0.05495552731893278,0.12264474134977725,0.0,0.1398471074062303
svg/g/g_146/path_263,0.900263,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.3403486394557823,0.4043837357052097,0.5181067344345619,-0.12367249057896547,0.12230215827338144,0.46124523506988596,-0.0006851661527920131,0.056861499364676,0.12298732442617345,0.0,0.14593065022438134
svg/g/g_145/path_262,0.900262,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.36989795918367346,0.03398983481575618,0.133735705209657,0.4792737238780403,0.6875642343268241,0.08386277001270659,0.5834189791024323,0.049872935196950505,0.10414525522439183,0.0,0.14133772759516078
svg/g/g_145/path_261,0.900261,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.33864795918367346,0.028271918678526336,0.13310038119440926,0.22370674888660502,0.45460774237752705,0.08068614993646771,0.33915724563206595,0.05241423125794146,0.11545049674546101,0.0,0.1435319077593583
svg/g/g_144/path_260,0.90026,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.3681972789115646,-0.8160736975857686,-0.6547013977128334,-0.4258307639602604,-0.08872901678657046,-0.735387547649301,-0.2572798903734154,0.0806861499364676,0.16855087358684495,0.0,0.1548370127911351
svg/g/g_143/path_259,0.9002589999999999,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.3664965986394558,-0.3640406607369757,-0.2134688691232528,0.08187735525865014,0.39705378554299403,-0.28875476493011426,0.2394655704008221,0.0752858958068615,0.15758821514217194,0.0,0.12939233198122346
svg/g/g_142/path_258,0.900258,1.0,0.6111111111111112,0.97,0.13,0.4045774304500598,0.0,0.0,0.0,0.4,1.0,0.3647959183673469,-0.633100381194409,-0.5114358322744599,-0.055841041452552274,0.21822541966426853,-0.5722681067344345,0.08119218910585813,0.060832274459974606,0.1370332305584104,0.0,0.1510940782750995
